"WeatherStationID"|"AirportID"|"GroundHeight"|"StationHeight"|"BarometerHeight"|"Latitude"|"Longitude"|"TimeZone"
12990|"AXO"|0|7|0|29.11|-90.05|"+6"
12991|"GSM"|0|106|0|28.31|-90.58|"+6"
13025|"RTA"|86|86|101|36.38|-0.06303|"+5"
13701|"APG"|0|58|0|39.28|-76.1|"+5"
13702|"LFI"|0|11|0|37.05|-76.22|"+5"
13705|"ADW"|0|280|0|38.49|-76.52|"+5"
13707|"DOV"|0|30|0|39.08|-75.28|"+5"
13713|"GSB"|0|110|0|35.2|-77.58|"+5"
13714|"POB"|0|218|0|35.1|-79.01|"+5"
13717|"MYR"|0|0|0|33.41|-78.56|"+5"
13721|"NHK"|20|40|45|38.17|-76.24|"+5"
13722|"RDU"|427|437|430|35.52|-78.47|"+5"
13723|"GSO"|904|886|907|36.06|-79.56|"+5"
13728|"DAN"|581|590|584|36.34|-79.2|"+5"
13729|"EKN"|1979|1979|1982|38.53|-79.51|"+5"
13730|"FDK"|0|0|0|39.25|-77.22|"+5"
13733|"LYH"|997|938|1000|37.2|-79.13|"+5"
13734|"MRB"|539|534|542|39.24|-77.59|"+5"
13735|"MIV"|75|76|78|39.22|-75.05|"+5"
13736|"MGW"|1242|1253|1245|39.38|-79.55|"+5"
13737|"ORF"|66|30|69|36.54|-76.11|"+5"
13739|"PHL"|59|28|62|39.52|-75.14|"+5"
13740|"RIC"|164|163|167|37.31|-77.19|"+5"
13741|"ROA"|1189|1176|1192|37.19|-79.58|"+5"
13743|"DCA"|10|65|3|38.52|-77.02|"+5"
13744|"FLO"|176|151|179|34.11|-79.44|"+5"
13748|"ILM"|30|38|33|34.16|-77.55|"+5"
13750|"NGU"|15|16|34|36.56|-76.17|"+5"
13752|"NAK"|0|7|0|38.59|-76.29|"+5"
13754|"NKT"|27|29|37|34.54|-76.53|"+5"
13762|"KNFE"|16|16|16|36.42|-76.08|"+5"
13763|"FKN"|0|0|0|36.42|-76.54|"+5"
13764|"GED"|63|51|66|38.41|-75.22|"+5"
13766|"MQI"|0|0|0|35.55|-75.42|"+5"
13769|"NTU"|22|22|30|36.49|-76.02|"+5"
13773|"NYG"|9|12|14|38.3|-77.19|"+5"
13776|"LBT"|123|126|126|34.37|-79.04|"+5"
13781|"ILG"|92|80|95|39.4|-75.36|"+5"
13783|"PGV"|0|0|0|35.38|-77.23|"+5"
13786|"ECG"|38|13|41|36.16|-76.11|"+5"
13802|"BLV"|0|459|0|38.33|-89.5|"+6"
13803|"BAK"|0|656|0|32.17|-85.54|"+5"
13806|"HOP"|0|573|0|36.4|-87.29|"+6"
13807|"FTK"|0|780|0|37.55|-85.58|"+5"
13809|"LWV"|430|430|433|38.46|-87.37|"+6"
13810|"LOU"|539|556|542|38.14|-85.4|"+5"
13812|"LCK"|0|0|0|39.49|-82.56|"+5"
13814|"BYH"|0|251|0|35.58|-89.56|"+6"
13820|"BIX"|0|34|0|30.25|-88.55|"+6"
13821|"MXF"|0|172|0|32.23|-86.22|"+6"
13824|"SVN"|0|42|0|32.01|-81.09|"+5"
13825|"CBM"|0|219|0|33.38|-88.26|"+6"
13827|"MQY"|0|543|0|36.01|-86.31|"+6"
13829|"LSF"|0|232|0|32.2|-84.59|"+5"
13833|"HBG"|144|151|147|31.16|-89.15|"+6"
13837|"DNL"|426|423|429|33.28|-82.02|"+5"
13838|"BFM"|75|26|78|30.38|-88.04|"+6"
13839|"DHN"|370|353|429|31.19|-85.27|"+6"
13840|"FFO"|0|823|0|39.5|-84.03|"+5"
13841|"ILN"|1089|1071|1092|39.25|-83.49|"+5"
13846|"PAM"|0|18|0|30.04|-85.35|"+6"
13849|"SSC"|0|242|0|33.58|-80.28|"+5"
13857|"VAD"|0|235|0|30.58|-83.11|"+5"
13858|"VPS"|0|87|0|30.29|-86.32|"+6"
13860|"WRB"|0|295|0|32.38|-83.35|"+5"
13861|"AYS"|0|142|0|31.15|-82.24|"+5"
13864|"MGE"|0|1068|0|33.55|-85.31|"+5"
13865|"MEI"|289|310|292|32.2|-88.45|"+6"
13866|"CRW"|1023|982|1026|38.23|-81.35|"+5"
13868|"PSK"|0|0|0|37.08|-80.41|"+5"
13869|"ABY"|204|193|207|31.32|-84.11|"+5"
13870|"AMG"|193|206|196|31.32|-82.31|"+5"
13871|"ANB"|600|600|603|33.35|-85.52|"+6"
13873|"AHN"|800|802|803|33.57|-83.2|"+5"
13874|"ATL"|971|1026|974|33.38|-84.26|"+5"
13876|"BHM"|636|630|639|33.34|-86.45|"+6"
13877|"TRI"|1536|1525|1539|36.29|-82.24|"+5"
13878|"SSI"|20|24|23|31.09|-81.23|"+5"
13880|"CHS"|45|48|48|32.54|-80.02|"+5"
13881|"CLT"|721|769|724|35.13|-80.56|"+5"
13882|"CHA"|688|688|691|35.02|-85.12|"+5"
13883|"CAE"|240|225|243|33.56|-81.07|"+5"
13884|"CEW"|182|185|185|30.47|-86.31|"+6"
13886|"GMU"|1034|1048|1037|34.51|-82.21|"+5"
13889|"JAX"|31|32|34|30.29|-81.41|"+5"
13891|"TYS"|979|980|982|35.49|-83.59|"+5"
13893|"MEM"|283|332|286|35.04|-89.59|"+6"
13894|"MOB"|209|221|212|30.41|-88.15|"+6"
13895|"MGM"|227|202|230|32.18|-86.23|"+6"
13896|"MSL"|540|562|543|34.45|-87.37|"+6"
13897|"BNA"|571|605|574|36.07|-86.41|"+6"
13899|"PNS"|124|118|127|30.28|-87.11|"+6"
13902|"LTS"|0|1382|0|34.4|-99.16|"+6"
13904|"AUS"|658|495|661|30.11|-97.41|"+6"
13906|"EFD"|0|32|0|29.37|-95.1|"+6"
13909|"END"|0|1307|0|36.2|-97.55|"+6"
13910|"DYS"|0|1789|0|32.25|-99.51|"+6"
13911|"FWR"|608|650|618|32.46|-97.27|"+6"
13919|"TIK"|0|1291|0|35.25|-97.23|"+6"
13920|"FOE"|1050|1079|1053|38.57|-95.4|"+6"
13925|"SGT"|0|0|0|34.36|-91.34|"+6"
13926|"GVT"|0|535|0|33.04|-96.04|"+6"
13927|"HKS"|309|342|312|32.2|-90.13|"+6"
13930|"SZL"|0|871|0|38.44|-93.33|"+6"
13932|"WLD"|1149|1160|1152|37.1|-97.02|"+6"
13935|"ESF"|94|118|97|31.23|-92.18|"+6"
13939|"GLH"|126|129|150|33.29|-90.59|"+6"
13940|"GBD"|0|0|0|38.2|-98.52|"+6"
13941|"CWF"|0|0|0|30.13|-93.08|"+6"
13942|"MLU"|130|81|133|32.31|-92.02|"+6"
13944|"BAD"|0|166|0|32.3|-93.4|"+6"
13945|"FSI"|0|1188|0|34.39|-98.18|"+6"
13957|"SHV"|271|259|274|32.27|-93.49|"+6"
13958|"ATT"|648|658|651|30.19|-97.46|"+6"
13959|"ACT"|513|508|516|31.37|-97.14|"+6"
13960|"DAL"|509|488|512|32.51|-96.51|"+6"
13961|"FTW"|702|706|705|32.49|-97.22|"+6"
13962|"ABI"|1789|1790|1792|32.25|-99.41|"+6"
13963|"LIT"|289|257|292|34.45|-92.14|"+6"
13964|"FSM"|477|462|480|35.2|-94.22|"+6"
13966|"SPS"|1010|1030|1013|33.59|-98.29|"+6"
13967|"OKC"|1281|1304|1284|35.23|-97.36|"+6"
13968|"TUL"|739|676|742|36.12|-95.53|"+6"
13969|"PNC"|1010|998|1013|36.44|-97.06|"+6"
13970|"BTR"|67|76|70|30.32|-91.09|"+6"
13971|"HRO"|1377|1385|1380|36.16|-93.1|"+6"
13972|"TYR"|528|551|531|32.21|-95.24|"+6"
13973|"JCT"|1704|1749|1707|30.31|-99.46|"+6"
13975|"GAG"|2192|2202|2195|36.18|-99.46|"+6"
13976|"LFT"|38|42|41|30.12|-91.59|"+6"
13977|"TXK"|391|399|394|33.27|-94.01|"+6"
13978|"GWO"|146|133|149|33.3|-90.05|"+6"
13981|"CNU"|975|1011|978|37.4|-95.29|"+6"
13984|"CNK"|1469|1484|1472|39.33|-97.39|"+6"
13985|"DDC"|2587|2592|2590|37.46|-99.58|"+6"
13986|"HUT"|1520|1542|1523|38.04|-97.52|"+6"
13987|"JLN"|982|985|985|37.09|-94.3|"+6"
13988|"MKC"|746|750|749|39.07|-94.35|"+6"
13989|"EMP"|1205|1206|1208|38.2|-96.11|"+6"
13993|"STJ"|825|818|828|39.46|-94.55|"+6"
13994|"STL"|707|710|710|38.45|-90.22|"+6"
13995|"SGF"|1277|1270|1280|37.14|-93.23|"+6"
13996|"TOP"|880|885|883|39.04|-95.38|"+6"
13997|"VIH"|1124|1137|1127|38.08|-91.46|"+6"
14540|"317"|0|0|0|48.33|-53.58|"+5"
14604|"PQI"|0|0|0|46.41|-68.02|"+5"
14605|"AUG"|359|360|362|44.19|-69.48|"+5"
14606|"BGR"|194|192|197|44.49|-68.49|"+5"
14607|"CAR"|627|628|630|46.52|-68.02|"+5"
14609|"HUL"|493|476|496|46.07|-67.47|"+5"
14610|"MLT"|405|402|408|45.39|-68.41|"+5"
14611|"NHZ"|77|75|84|43.54|-69.56|"+5"
14615|"WVL"|0|0|0|44.32|-69.41|"+5"
14616|"BHB"|0|0|0|44.26|-68.22|"+5"
14702|"BED"|166|133|169|42.28|-71.17|"+5"
14703|"CEF"|0|245|0|42.12|-72.32|"+5"
14704|"FMH"|0|132|0|41.4|-70.31|"+5"
14706|"WRI"|0|133|0|40.01|-74.35|"+5"
14707|"GON"|21|10|24|41.2|-72.03|"+5"
14710|"MHT"|266|232|269|42.56|-71.26|"+5"
14711|"MDT"|311|312|314|40.11|-76.46|"+5"
14712|"RDG"|359|353|362|40.22|-75.58|"+5"
14714|"SWF"|0|491|0|41.3|-74.07|"+5"
14715|"GTB"|0|691|0|44.03|-75.43|"+5"
14719|"FOK"|109|67|112|40.5|-72.38|"+5"
14732|"LGA"|36|31|39|40.47|-73.53|"+5"
14733|"BUF"|714|705|717|42.56|-78.44|"+5"
14734|"EWR"|25|30|28|40.43|-74.1|"+5"
14735|"ALB"|278|292|281|42.45|-73.48|"+5"
14736|"AOO"|1492|1469|1495|40.18|-78.19|"+5"
14737|"ABE"|375|385|378|40.39|-75.27|"+5"
14739|"BOS"|19|30|180|42.22|-71.01|"+5"
14740|"BDL"|162|179|165|41.56|-72.41|"+5"
14742|"BTV"|345|340|348|44.28|-73.09|"+5"
14745|"CON"|340|346|343|43.12|-71.3|"+5"
14747|"DKK"|664|693|667|42.29|-79.16|"+5"
14748|"ELM"|990|954|993|42.1|-76.53|"+5"
14750|"GFL"|320|333|340|43.2|-73.37|"+5"
14751|"CXY"|347|347|350|40.13|-76.51|"+5"
14752|"HFD"|15|19|18|41.44|-72.39|"+5"
14753|"MQE"|654|635|657|42.13|-71.07|"+5"
14755|"MWN"|6262|6267|6274|44.16|-71.18|"+5"
14756|"ACK"|54|47|57|41.15|-70.04|"+5"
14757|"POU"|152|162|155|41.38|-73.53|"+5"
14758|"HVN"|3|13|14|41.16|-72.53|"+5"
14762|"AGC"|1278|1273|1281|40.21|-79.55|"+5"
14763|"PSF"|1166|1194|1169|42.26|-73.17|"+5"
14764|"PWM"|69|63|72|43.38|-70.18|"+5"
14765|"PVD"|50|62|53|41.43|-71.26|"+5"
14768|"ROC"|585|555|588|43.07|-77.41|"+5"
14770|"SEG"|441|450|444|40.49|-76.52|"+5"
14771|"SYR"|414|417|417|43.07|-76.06|"+5"
14775|"BAF"|273|271|276|42.1|-72.43|"+5"
14777|"AVP"|955|962|958|41.2|-75.44|"+5"
14778|"IPT"|540|525|543|41.14|-76.55|"+5"
14780|"NEL"|85|103|120|40.02|-74.21|"+5"
14787|"UUU"|167|172|170|41.32|-71.17|"+5"
14792|"TTN"|194|213|197|40.17|-74.49|"+5"
14793|"NXX"|335|362|365|40.12|-75.09|"+5"
14794|"WST"|69|81|72|41.21|-71.48|"+5"
14804|"MTC"|0|580|0|42.37|-82.5|"+5"
14808|"OSC"|0|0|0|44.27|-83.23|"+5"
14813|"AKR"|1094|1095|1097|41.02|-81.28|"+5"
14815|"BTL"|952|939|955|42.19|-85.15|"+5"
14817|"CAD"|0|0|0|44.17|-85.25|"+5"
14819|"MDW"|616|618|619|41.47|-87.45|"+6"
14820|"CLE"|802|805|805|41.24|-81.51|"+5"
14821|"CMH"|846|816|849|39.59|-82.53|"+5"
14822|"DET"|625|626|628|42.25|-83.01|"+5"
14825|"FDY"|797|812|800|41.01|-83.4|"+5"
14826|"FNT"|780|766|783|42.58|-83.45|"+5"
14827|"FWA"|803|828|806|41.01|-85.13|"+5"
14829|"GSH"|827|827|830|41.32|-85.47|"+5"
14833|"JXN"|1017|1020|1020|42.16|-84.28|"+5"
14834|"JOT"|0|0|0|41.31|-88.1|"+6"
14835|"LAF"|596|637|604|40.25|-86.56|"+5"
14836|"LAN"|860|874|882|42.47|-84.35|"+5"
14837|"MSN"|857|866|860|43.08|-89.21|"+6"
14839|"MKE"|677|693|680|42.57|-87.54|"+6"
14840|"MKG"|656|633|659|43.1|-86.14|"+5"
14841|"PLN"|712|715|715|45.34|-84.48|"+5"
14842|"PIA"|713|662|716|40.4|-89.41|"+6"
14845|"MBS"|663|670|666|43.32|-84.05|"+5"
14847|"ANJ"|724|724|727|46.28|-84.22|"+5"
14848|"SBN"|777|773|780|41.43|-86.2|"+6"
14850|"TVC"|626|630|629|44.44|-85.35|"+5"
14852|"YNG"|1190|1186|1193|41.15|-80.4|"+5"
14853|"YIP"|706|716|709|42.14|-83.32|"+5"
14858|"CMX"|1070|1079|1073|47.1|-88.29|"+5"
14860|"ERI"|753|737|756|42.05|-80.11|"+5"
14864|"RQB"|0|0|0|43.43|-85.3|"+6"
14880|"UGN"|732|727|735|42.25|-87.52|"+6"
14891|"MFD"|1297|1312|1300|40.49|-82.31|"+5"
14894|"HLG"|1222|1195|1225|40.11|-80.39|"+5"
14895|"CAK"|1238|1236|1241|40.55|-81.26|"+5"
14897|"AUW"|1189|1196|1192|44.56|-89.38|"+6"
14898|"GRB"|682|702|685|44.31|-88.07|"+6"
14905|"EAR"|0|0|0|40.44|-99.01|"+6"
14910|"AXN"|1421|1431|1424|45.53|-95.23|"+6"
14913|"DLH"|1426|1417|1429|46.5|-92.11|"+6"
14914|"FAR"|908|899|911|46.56|-96.49|"+6"
14916|"GFK"|839|832|842|47.57|-97.11|"+6"
14918|"INL"|1182|1183|1185|48.34|-93.24|"+6"
14919|"JMS"|1493|1494|1496|46.56|-98.41|"+6"
14920|"LSE"|655|656|658|43.53|-91.16|"+6"
14921|"LNR"|713|721|716|43.13|-90.11|"+6"
14922|"MSP"|871|838|874|44.53|-93.14|"+6"
14923|"MLI"|604|594|607|41.28|-90.31|"+6"
14925|"RST"|1323|1320|1326|43.54|-92.29|"+6"
14926|"STC"|1021|1024|1024|45.32|-94.03|"+6"
14927|"STP"|708|711|711|44.56|-93.03|"+6"
14928|"ILL"|0|0|0|45.07|-95.05|"+6"
14929|"ABR"|1303|1300|1306|45.27|-98.25|"+6"
14930|"AIO"|0|0|0|41.25|-95.03|"+6"
14931|"BRL"|693|702|696|40.47|-91.08|"+6"
14933|"DSM"|968|963|971|41.32|-93.4|"+6"
14935|"GRI"|1841|1856|1844|40.58|-98.19|"+6"
14936|"HON"|1281|1289|1284|44.23|-98.14|"+6"
14937|"IOW"|650|668|653|41.38|-91.32|"+6"
14938|"IRK"|961|965|964|40.06|-92.32|"+6"
14939|"LNK"|1201|1189|1204|40.5|-96.46|"+6"
14940|"MCW"|1222|1225|1225|43.1|-93.2|"+6"
14941|"OFK"|1534|1551|1537|41.59|-97.26|"+6"
14942|"OMA"|1025|982|1028|41.19|-95.54|"+6"
14943|"SUX"|1136|1103|1139|42.23|-96.23|"+6"
14944|"FSD"|1425|1427|1428|43.35|-96.45|"+6"
14946|"ATY"|1745|1740|1748|44.56|-97.09|"+6"
14949|"OFF"|0|1048|0|41.07|-95.46|"+6"
14950|"OTM"|841|845|844|41.07|-92.27|"+6"
14954|"MKT"|0|0|0|44.13|-93.55|"+6"
14958|"BJI"|0|0|0|47.31|-94.56|"+6"
14966|"CCY"|0|0|0|43.04|-92.37|"+6"
14972|"SPW"|1323|1338|1326|43.1|-95.12|"+6"
14989|"JYR"|0|0|0|40.54|-97.28|"+6"
14990|"CID"|867|871|870|41.53|-91.43|"+6"
14991|"EAU"|885|895|888|44.52|-91.29|"+6"
14992|"RWF"|1021|1030|1024|44.33|-95.05|"+6"
14994|"LXN"|0|0|0|40.47|-99.47|"+6"
16201|"NKU"|180|171|197|63.59|-22.35|"+9"
21504|"ITO"|44|36|47|19.43|-155.03|"+10"
21510|"KOA"|40|43|93|19.44|-156.03|"+10"
22001|"DLF"|0|1081|0|29.22|-100.47|"+6"
22010|"DRT"|1026|1027|1029|29.22|-100.55|"+6"
22501|"HBK"|12|12|17|22.02|-159.47|"+10"
22516|"OGG"|41|50|44|20.54|-156.26|"+10"
22519|"NGF"|5|18|11|21.27|-157.46|"+10"
22521|"HNL"|15|15|18|21.2|-157.56|"+10"
22524|"LNY"|0|1308|0|20.47|-156.57|"+10"
22534|"MKK"|464|444|467|21.1|-157.06|"+10"
22536|"LIH"|101|148|104|21.59|-159.2|"+10"
22551|"JRF"|51|33|54|21.19|-158.04|"+10"
22552|"JHM"|0|256|0|20.58|-156.4|"+10"
22701|"MDY"|0|13|0|28.12|-177.23|"+10"
23002|"HMN"|0|4093|0|32.51|-106.06|"+7"
23007|"CDS"|1950|1952|1953|34.26|-100.17|"+6"
23008|"CVS"|0|4295|0|34.23|-103.19|"+7"
23009|"ROW"|3649|3669|3652|33.19|-104.32|"+7"
23020|"LBL"|0|2883|0|37.02|-100.58|"+6"
23023|"MAF"|2863|2862|2866|31.56|-102.13|"+6"
23033|"SWW"|0|0|0|32.28|-100.28|"+6"
23034|"SJT"|1891|1892|1894|31.21|-100.29|"+6"
23036|"BKF"|0|5662|0|39.42|-104.45|"+7"
23040|"INK"|2806|2820|2809|31.47|-103.12|"+6"
23042|"LBB"|3256|3241|3259|33.4|-101.49|"+6"
23044|"ELP"|3942|3916|3945|31.49|-106.23|"+7"
23047|"AMA"|3586|3604|3589|35.13|-101.43|"+6"
23048|"TCC"|4053|4039|4056|35.11|-103.36|"+7"
23049|"SAF"|6332|6344|6335|35.37|-106.05|"+7"
23050|"ABQ"|5305|5314|5308|35.02|-106.37|"+7"
23051|"CAO"|4968|4972|4971|36.27|-103.09|"+7"
23052|"RTN"|6359|6349|6362|36.44|-104.3|"+7"
23054|"LVS"|6859|6875|6862|35.39|-105.08|"+7"
23055|"GDP"|5453|5456|5456|31.5|-104.49|"+7"
23061|"ALS"|7533|7541|7536|37.26|-105.52|"+7"
23063|"EGE"|0|6535|0|39.39|-106.55|"+7"
23064|"GCK"|2877|2882|2880|37.56|-100.43|"+6"
23065|"GLD"|3654|3688|3657|39.22|-101.41|"+7"
23066|"GJT"|4823|4839|4826|39.08|-108.32|"+7"
23067|"LHX"|4190|4215|4193|38.03|-103.32|"+7"
23070|"TAD"|5738|5743|5749|37.16|-104.2|"+7"
23077|"CVN"|0|0|0|34.26|-103.04|"+7"
23078|"DMN"|4301|4324|4304|32.16|-107.43|"+7"
23081|"GUP"|6466|6468|6469|35.31|-108.47|"+7"
23090|"FMN"|5528|5502|5531|36.44|-108.14|"+7"
23091|"FST"|3012|3010|3015|30.55|-102.55|"+6"
23094|"HOB"|0|3661|0|32.41|-103.19|"+7"
23097|"PVW"|0|3374|0|34.1|-101.43|"+6"
23104|"IWA"|0|0|0|33.19|-111.4|"+7"
23109|"DMA"|0|2704|0|32.1|-110.53|"+7"
23110|"NLC"|236|234|243|36.2|-119.57|"+8"
23111|"LUF"|0|1085|0|33.32|-112.23|"+7"
23112|"LSV"|0|1868|0|36.14|-115.02|"+8"
23114|"EDW"|0|2302|0|34.55|-117.53|"+8"
23119|"RIV"|0|1535|0|33.53|-117.16|"+8"
23129|"LGB"|34|40|37|33.5|-118.1|"+8"
23130|"VNY"|803|799|806|34.13|-118.29|"+8"
23136|"CMA"|64|65|67|34.13|-119.05|"+8"
23149|"PTV"|0|0|0|36.02|-119.04|"+8"
23152|"BUR"|731|732|734|34.12|-118.22|"+8"
23153|"TPH"|5418|5434|5421|38.04|-117.05|"+8"
23154|"ELY"|6252|6262|6255|39.17|-114.51|"+8"
23155|"BFL"|497|492|512|35.26|-119.04|"+8"
23157|"BIH"|4109|4145|4112|37.22|-118.22|"+8"
23158|"BLH"|391|392|394|33.37|-114.43|"+8"
23159|"BCE"|7585|7589|7588|37.43|-112.09|"+7"
23160|"TUS"|2578|2555|2581|32.08|-110.58|"+7"
23161|"DAG"|1925|1929|1928|34.51|-116.47|"+8"
23169|"LAS"|2127|2180|2091|36.05|-115.1|"+8"
23174|"LAX"|323|326|326|33.56|-118.25|"+8"
23176|"MLF"|5032|5033|5035|38.26|-113.02|"+7"
23179|"EED"|916|914|919|34.46|-114.37|"+8"
23182|"PMD"|2559|2582|2562|34.38|-118.05|"+8"
23183|"PHX"|1103|1107|1106|33.26|-111.59|"+7"
23184|"PRC"|5000|5052|5003|34.39|-112.25|"+7"
23185|"RNO"|4404|4400|4407|39.29|-119.46|"+8"
23186|"SGU"|0|0|0|37.05|-113.35|"+7"
23187|"SDB"|4516|4523|4519|34.44|-118.43|"+8"
23188|"SAN"|78|28|81|32.44|-117.1|"+8"
23190|"SBA"|12|20|15|34.26|-119.5|"+8"
23191|"AVX"|1610|1602|1613|33.25|-118.25|"+8"
23194|"INW"|4889|4883|4892|35.01|-110.43|"+7"
23195|"YUM"|0|216|0|32.4|-114.37|"+7"
23199|"NJK"|-43|-43|-38|32.49|-115.4|"+8"
23202|"SUU"|0|62|0|38.16|-121.56|"+8"
23206|"MHR"|0|0|0|38.33|-121.18|"+8"
23213|"STS"|130|148|133|38.31|-122.49|"+8"
23224|"AUN"|0|1531|0|38.57|-121.05|"+8"
23225|"BLU"|5273|5283|5276|39.17|-120.43|"+8"
23230|"OAK"|85|88|88|37.43|-122.13|"+8"
23232|"SAC"|38|25|41|38.31|-121.29|"+8"
23233|"SNS"|76|77|79|36.4|-121.37|"+8"
23234|"SFO"|86|18|89|37.37|-122.24|"+8"
23237|"SCK"|24|27|27|37.53|-121.14|"+8"
23243|"LPC"|0|0|0|34.4|-120.28|"+8"
23244|"NUQ"|64|34|67|37.25|-122.03|"+8"
23254|"CCR"|37|60|40|37.59|-122.03|"+8"
23257|"MCE"|154|156|157|37.17|-120.31|"+8"
23258|"MOD"|97|97|100|37.38|-120.57|"+8"
23259|"MRY"|216|220|219|36.35|-121.51|"+8"
23273|"SMX"|242|238|245|34.55|-120.28|"+8"
23275|"UKI"|625|626|628|39.08|-123.12|"+8"
23277|"WVI"|143|160|146|36.56|-121.47|"+8"
23285|"LVK"|386|397|389|37.41|-121.49|"+8"
23289|"PAO"|0|4|0|37.28|-122.07|"+8"
23293|"SJC"|87|50|90|37.22|-121.56|"+8"
24006|"RCA"|0|3279|0|44.09|-103.06|"+7"
24011|"BIS"|1651|1660|1654|46.46|-100.45|"+6"
24012|"DIK"|2580|2583|2594|46.48|-102.48|"+7"
24013|"MOT"|1665|1714|1706|48.16|-101.17|"+6"
24015|"AKO"|4661|4621|4664|40.1|-103.14|"+7"
24017|"CDR"|3314|3296|3317|42.5|-103.06|"+7"
24018|"CYS"|6125|6140|6128|41.1|-104.49|"+7"
24021|"LND"|5557|5558|5560|42.49|-108.44|"+7"
24022|"LAR"|7270|7272|7271|41.19|-105.4|"+7"
24023|"LBF"|2778|2787|2781|41.07|-100.4|"+6"
24024|"PHP"|2205|2212|2208|44.03|-101.36|"+7"
24025|"PIR"|1727|1726|1730|44.23|-100.17|"+6"
24027|"RKS"|6742|6745|6763|41.35|-109.04|"+7"
24028|"BFF"|3946|3958|3949|41.52|-103.36|"+7"
24029|"SHR"|3942|3968|3945|44.46|-106.59|"+7"
24030|"SNY"|4287|4306|4290|41.06|-102.59|"+7"
24032|"VTN"|2586|2598|2589|42.52|-100.33|"+6"
24033|"BIL"|3579|3570|3582|45.49|-108.32|"+7"
24036|"LWT"|4143|4146|4146|47.03|-109.28|"+7"
24037|"MLS"|2627|2634|2630|46.26|-105.53|"+7"
24044|"AIA"|3923|3929|3926|42.04|-102.48|"+7"
24045|"COD"|0|0|0|44.37|-108.58|"+7"
24046|"CAG"|6189|6193|6192|40.3|-107.31|"+7"
24048|"GEY"|3907|3933|3910|44.31|-108.05|"+7"
24051|"GXY"|0|0|0|40.26|-104.38|"+7"
24057|"RWL"|6736|6743|6739|41.49|-107.12|"+7"
24061|"RIW"|5570|5525|5573|43.04|-108.28|"+7"
24062|"WRL"|4171|4210|4174|43.58|-107.57|"+7"
24087|"GDV"|0|0|0|47.08|-104.48|"+7"
24089|"CPR"|5348|5290|5351|42.54|-106.28|"+7"
24090|"RAP"|3150|3168|3153|44.03|-103.03|"+7"
24091|"IML"|3269|3273|3272|40.31|-101.37|"+6"
24101|"HIF"|0|4789|0|41.07|-111.58|"+7"
24103|"DPG"|0|4349|0|40.12|-112.56|"+7"
24106|"MUO"|0|2996|0|43.26|-115.52|"+7"
24110|"MWH"|1177|1196|1180|47.13|-119.19|"+8"
24112|"GFA"|0|3472|0|47.3|-111.11|"+7"
24114|"SKA"|0|2461|0|47.37|-117.4|"+8"
24121|"EKO"|5076|5074|5079|40.5|-115.47|"+8"
24126|"OGD"|4438|4439|4441|41.12|-112.01|"+7"
24127|"SLC"|4221|4227|4224|40.47|-111.58|"+7"
24128|"WMC"|4297|4314|4300|40.54|-117.49|"+8"
24130|"BKE"|3361|3373|3363|44.5|-117.49|"+8"
24131|"BOI"|2858|2868|2861|43.34|-116.13|"+7"
24132|"BZN"|4465|4449|4468|45.47|-111.09|"+7"
24133|"BYI"|4148|4157|4151|42.32|-113.46|"+7"
24135|"BTM"|5536|5533|5539|45.58|-112.3|"+7"
24136|"COE"|0|0|0|47.46|-116.49|"+8"
24137|"CTB"|3852|3838|3855|48.37|-112.23|"+7"
24138|"DLN"|5218|5222|5221|45.16|-112.33|"+7"
24141|"EPH"|1250|1259|1259|47.18|-119.31|"+8"
24143|"GTF"|3670|3657|3673|47.28|-111.23|"+7"
24144|"HLN"|3864|3868|3867|46.37|-111.58|"+7"
24145|"IDA"|4765|4744|4768|43.31|-112.04|"+7"
24146|"FCA"|2978|2973|2981|48.18|-114.16|"+7"
24148|"LGD"|0|2717|0|45.17|-118.01|"+8"
24149|"LWS"|1444|1436|1447|46.22|-117.01|"+8"
24150|"LVM"|4652|4618|4655|45.42|-110.27|"+7"
24151|"MLD"|0|4503|0|42.1|-112.18|"+7"
24152|"MEH"|3726|3726|3729|45.31|-118.25|"+8"
24153|"MSO"|3199|3189|3202|46.55|-114.05|"+7"
24154|"MLP"|6071|6074|6074|47.28|-115.38|"+8"
24155|"PDT"|1513|1514|1516|45.42|-118.5|"+8"
24156|"PIH"|4451|4478|4454|42.55|-112.34|"+7"
24157|"GEG"|2381|2365|2384|47.37|-117.32|"+8"
24160|"ALW"|1191|1205|1194|46.05|-118.17|"+8"
24162|"ONO"|2189|2193|2192|44.01|-117.01|"+7"
24163|"PSC"|398|402|401|46.16|-119.07|"+8"
24164|"BPI"|6944|6974|6947|42.35|-110.07|"+7"
24165|"EMM"|0|7285|0|41.49|-110.34|"+7"
24166|"JAC"|0|0|0|43.37|-110.44|"+7"
24172|"LOL"|3900|3904|3903|40.04|-118.34|"+8"
24174|"PVU"|0|0|0|40.13|-111.43|"+7"
24180|"BMC"|0|4226|0|41.33|-112.04|"+7"
24193|"ENV"|0|0|0|40.43|-114.02|"+7"
24196|"SMN"|0|0|0|45.07|-113.53|"+7"
24198|"WEY"|0|6663|0|44.39|-111.06|"+7"
24201|"GRF"|-8|302|0|47.05|-122.35|"+8"
24202|"CVO"|0|246|0|44.3|-123|"+8"
